Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-12-22,202041177W,SELLAGI PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041178H,URBAN LOGIC PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041179Z,4PAC PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041180N,BIG STEP GROUP PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041181E,CONSULTING OFFICE ONE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041182R,INCHOITECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041183G,WIDI PRIVATE LIMITED,INFORMATION AND COMMUNICATIONS
2020-12-22,202041184W,KAMPONG LAPAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041185H,DIGISTEIN INFORMATION TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041188C,GROWWTH PARTNERS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041190G,FINTROSS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041194K,MEE MEDIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041195C,SHIP-DA.SG PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041198N,DAXING SCIENCE AND TECHNOLOGY GROUP COMPANY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041203Z,BEYONDX PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041206M,BULL BANG PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041207D,QUANTUM FRONTIER PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041208N,BLUE FUTURE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041211K,DAO GRACE DEVELOPMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041215N,SERVICE LEADERSHIP EXCELLENCE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041216E,LEMMINIAN PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041219W,DA DA CAPITAL FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041220M,FREEDOM FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041221D,SG ROYAL FO INVESTMENT 1 PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041223E,LYSH TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041225G,I DESIGNIST PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041226W,THE CURIOUS CIRCLE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041236K,SEIKI SWS TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041237C,MAD HAT ASIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041239D,OPER8 HOLDING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041240W,PROGRESSIVE COMMUNICATIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041243K,SHARED EXPERIENCE ART MACHINE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041245M,HOTA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041246D,PROCESS INSTRUMENTATION & MAINTENANCE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041248E,OUTSOURCE VENTURES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041255E,THE ONE GIFT PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041257G,ARES FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041258W,BITWIN FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041259H,LIANJIE FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041260D,GLOBAL NEW LIFE CHAIN LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041262E,EXCELGAMES INTERACTIVE ASIA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041264G,AQUA TULA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041269C,ISLE OF ARTS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041272W,KIINTSUGII PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041276C,EMER6IN6 RESOURCES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041277M,CONSULTINE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041278D,T SEE ENTERPRISE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041279N,SHOWTIME MEDIA & EVENTS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041280H,HERMES TECHNOLOGIE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041281Z,WEBBRICKSSG SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041284M,PEOPLE'S VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041286N,I3 TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041287E,INSPECT ACCOUNTING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041288R,PRO BUILDER (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041289G,SURIYU PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041292D,DANCOM CAPITAL (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041293N,TAG LAH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041294E,FRESHA.COM SG PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041296G,FORTUNE LAKE ASSET MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041298H,MY INTERACTIVE SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041299Z,INTANGIBLE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041301M,IEX ONLINE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041305R,KBS TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041306G,TCAS TAXATION & CONSULTANCY SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041308H,DIGITAL ERA HERALDING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041317K,RARE METAL RESOURCES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-22,202041318C,M-TRINITY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041321W,SEA QUANTECH PTE. LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041324K,CHELLAMEY BOOKS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-22,202041325C,IMMIGRATION PROFESSIONALS SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-22,202041328N,S CLASS CONSULTANCY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041329E,GO ELECTRIC NOW LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041330Z,KHONS TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041333M,NEW TREE LABS PRIVATE LIMITED,INFORMATION AND COMMUNICATIONS
2020-12-23,202041335N,CLASSTALES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041337R,GOOGLE CABLE SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041339W,GOOGLE INFRASTRUCTURE SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041340M,PINGCAP PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041343E,AAVER FORTUNE HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041346W,RANDAVOLA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041349K,PHIRAT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041350E,LI CHENG FAMILY OFFICE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041351R,AAVER FORTUNE MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041352G,DIVTONE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041354H,TEN DIGITAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041356K,JUNHAI (SINGAPORE) PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041359D,ISOZ TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041360W,THREE BROKERS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041361H,FIRSTIVITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041362Z,WANGJIANSHI TECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041364C,DISCOVERY APAC DIGITAL VENTURES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041366D,BETAPLUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041370K,NOVA FUNDAMENTO PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041372M,LAYA TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041374N,777 FC GLOBAL (SINGAPORE) PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041376R,ROOTALLY AI PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041378W,DINGFENG FOUNDATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041381N,LEADING EDGE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041382E,ALPHA PRIME CONSULTING INTERNATIONAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041385W,SINGAPORE INDRA SOFT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041389C,JB MANAGEMENT LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041390R,TNJ CONSULTANTS & PARTNERS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041391G,GOLDLEAF INT'L PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041393H,ZEC FOUNDATION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041397M,BEST IN CLASS SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041398D,PEAK GLOBAL CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041399N,KALUGA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041404Z,GALAXY HQ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041411Z,GLOBAL PAYPAYEE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041412K,SKCOIN PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041413C,TRADE FORWARD PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-06,202041414M,DMIS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041415D,WARWICK PIONEER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041420C,INNOVATORIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041422D,LITTLE PAWS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041425R,BAY TERMINAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041427W,FVC-HF PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041429Z,BAY TERMINAL INFRASTRUCTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041430N,FVC-KM PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041437K,PEAK INVESTMENT GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041440G,YIZHU (WOODLANDS 0611) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041441W,DEEP SCIENCE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041442H,LOC8TE TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041443Z,TANDREI HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041444K,GUANZHI DESIGN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041445C,FINAP WORLDWIDE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041446M,CIRCULATE CAPITAL VCC MANAGEMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041448N,G-RISING FUTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041450Z,AU RESOURCES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041451K,ASIA HYDRIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041452C,CAPITAL GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041453M,ICETEA FOUNDATION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041455N,NEXT INNO TECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041457R,SOZO FIVE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041461D,XPEDIA LABORATORIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041463E,CTH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041464R,INITE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041465G,FIREWOOD TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041469K,TECHNOGAINS SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041470E,BRIGHT CREATIVE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041471R,CONPAK MANAGEMENT CONSULTANTS (SINGAPORE) PTE. LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041472G,REASY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041473W,GDM COMMERCIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041474H,CINFLUENCERS TECH PLATFORMS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041476K,MAXI G PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041477C,CADELITY MOBILE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041478M,WAN FOUNDATION LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041479D,SBS FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041480W,OPSY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041481H,SMART UP TECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041482Z,TTHOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041484C,BODYPUR PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041486D,ALAN & PALS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041487N,OCEAN SKY CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041488E,LAMBDA COMPUTING SOLUTIONS (S) PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041491C,ORIENTALENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041499H,IPRATEL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041501C,EUROP ASSISTANCE SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041504N,HELMSTACK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041506R,CUNDALL ASIA PACIFIC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041508W,S8 PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041509H,AGILE DYNAMICS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041510D,PEXO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-23,202041511N,SENSETHREAT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-23,202041514G,J.C. WANNER MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-23,202041515W,ESOURCEIT TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041527M,XENERA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041528D,BAOHUA STEEL HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041529N,KUENDE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041530H,READE ALTERNATIVE INVESTMENTS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041531Z,AYU CARE TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041536N,GILDENBROOK TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041538R,EDC HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041539G,PILO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041540C,HEI CREATIVES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041542D,ASIA CAPITAL (S) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041546G,PURPOSE LABS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041548H,VLIM SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041550N,PERFUMARIE ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041552R,ASIA PROPERTIES INVESTMENTS (S) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041554W,UNBLOCK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041556Z,MINGBO CLOTHING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041558C,OMNIWORLD PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041559M,CREATIVELY SQUARED PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041561W,VAMES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041562H,2WIN SCIENTIFIC PUBLISHING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041563Z,MAKERS D PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041564K,EMPIRIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041566M,GOLDEN PROSPECT INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041568N,KAIROS SG ASSET MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041569E,SCINEER PUBLISHING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041570Z,CLATHAN CAPITAL (PTE.) LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041571K,SHIMIN PROPERTIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041573M,UMINERS TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041574D,ADNUNTIUS ASIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041575N,LEARNERS' NEST PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041579W,ADS MARKETING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041580M,CLOUDY INTENTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041581D,ARGUS FUND SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041584R,KSTAR INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041589K,BITREX SERVICE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041592G,BEEZSTUDIO PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041594H,DREIDEL PAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041595Z,ATELIERS CELINE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041597C,HOMESCHOOL MAVEN PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041598M,STRAYLIGHT TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041601R,GLX VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041609D,ACCUZ PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-24,202041610W,WORLD OF SPAN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-24,202041615M,LUCIDA CAPITAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041616D,LUCIDA FO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041625E,TRUST CAPITAL APF I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-24,202041629H,WORLD BUSINESS OUTLOOK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041632E,PLAN B CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-25,202041633R,BRANDING SHANGHAI PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041637Z,MIYO SOUTH EAST ASIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041638K,LLS CORPORATE SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041640R,OASIS BIOTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-25,202041641G,3MK9 SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041644Z,THE PROPERTY MARKET PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041646C,MCT DIGITAL FUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041653C,FILEX FOUNDATION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041654M,FARGIN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041655D,JAYDENOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041657E,DARLING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041660C,TS168 BUSINESS MARKETING CONSULTANCY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041662D,TECHNOCULTURE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041670N,WISENSE CORP PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041671E,KNE SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-12-25,202041672R,CRYSTAL LOVIFY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-12-25,202041678C,CONFETTO PTE. LTD.,INFORMATION AND COMMUNICATIONS
